name,category,brand,sku,store,base_size,size,unit_type,unit_value,old_price,current_price,discount,price_per_unit,date,link
wow sugared 100g,Sugar,Wow,SugarWow100g,Naivas,100g,100.0,kg,0.1,0.0,72.0,0.0,720.0,2026-04-20,https://www.naivas.online/wow-sugared-100g
wow sugared 15g,Sugar,Wow,SugarWow15g,Naivas,15g,15.0,kg,0.015,0.0,15.0,0.0,1000.0,2026-04-20,https://www.naivas.online/wow-sugared-20g
wow sugared 500g,Sugar,Wow,SugarWow500g,Naivas,500g,500.0,kg,0.5,0.0,210.0,0.0,420.0,2026-04-20,https://www.naivas.online/wow-sugared-500g
fresh sugarsnaps 250g,Sugar,Fresh,SugarFresh250g,Naivas,250g,250.0,kg,0.25,0.0,135.0,0.0,540.0,2026-04-20,https://www.naivas.online/sugarsnaps-250g
naara sugarfree granola 500 g,Sugar,Naara,SugarNaara500g,Naivas,500g,500.0,kg,0.5,0.0,735.0,0.0,1470.0,2026-04-20,https://www.naivas.online/naara-sugarfree-granola-500-g
wow sugared snack 200g,Sugar,Wow,SugarWow200g,Naivas,200g,200.0,kg,0.2,0.0,120.0,0.0,600.0,2026-04-20,https://www.naivas.online/wow-sugared-snack-200g
wow sugared snack 50g,Sugar,Wow,SugarWow50g,Naivas,50g,50.0,kg,0.05,0.0,45.0,0.0,900.0,2026-04-20,https://www.naivas.online/wow-sugared-snack-50g
coke zero sugar 2ltr pet,Sugar,Coke,SugarCoke2l,Naivas,2l,2.0,litres,2.0,190.0,169.0,21.0,84.5,2026-04-20,https://www.naivas.online/coke-zero-2ltr-pet
stoney tangawizi zero sugar 350ml pet,Sugar,Stoney,SugarStoney350ml,Naivas,350ml,350.0,litres,0.35,0.0,50.0,0.0,142.85714285714286,2026-04-20,https://www.naivas.online/stoney-tangawizi-350ml
orbit berry blast sugar-free gum 14.5g 14 pieces,Sugar,Orbit,SugarOrbit5g,Naivas,5g,5.0,kg,0.005,220.0,175.0,45.0,35000.0,2026-04-20,https://www.naivas.online/orbit-berry-blast-sugar-free-gum-145g-14-pieces
alpen muesli no added sugar 560g,Sugar,Alpen,SugarAlpen560g,Naivas,560g,560.0,kg,0.56,0.0,995.0,0.0,1776.7857142857142,2026-04-20,https://www.naivas.online/alpen-muesli-no-added-sugar-560g
zesta caster sugar 500g,Sugar,Zesta,SugarZesta500g,Naivas,500g,500.0,kg,0.5,0.0,139.0,0.0,278.0,2026-04-20,https://www.naivas.online/zesta-caster-sugar-500g
jomu sachrine sugar 10gm,Sugar,Jomu,SugarJomu10g,Naivas,10g,10.0,kg,0.01,0.0,36.0,0.0,3600.0,2026-04-20,https://www.naivas.online/jomu-sacchrine-sugar-10g
jomu sodium saccharin sugar 50g,Sugar,Jomu,SugarJomu50g,Naivas,50g,50.0,kg,0.05,0.0,171.0,0.0,3420.0,2026-04-20,https://www.naivas.online/jomu-sodium-saccharin-sugar-50g
fresh wholemeal bread 400g,Bread,Fresh,BreadFresh400g,Naivas,400g,400.0,kg,0.4,0.0,56.0,0.0,140.0,2026-04-20,https://www.naivas.online/fm-wholemeal-bread-400g
fm white bread 600g,Bread,Fm,BreadFm600g,Naivas,600g,600.0,kg,0.6,0.0,88.0,0.0,146.66666666666669,2026-04-20,https://www.naivas.online/fm-white-bread-600g
festive family brown bread 600g,Bread,Festive,BreadFestive600g,Naivas,600g,600.0,kg,0.6,100.0,96.0,4.0,160.0,2026-04-20,https://www.naivas.online/festive-family-brown-bread-600g
festive milky white bread 800g,Milk,Festive,MilkFestive800g,Naivas,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-20,https://www.naivas.online/festive-milky-white-bread-800g
fm white bread 800gm,Bread,Fm,BreadFm800g,Naivas,800g,800.0,kg,0.8,0.0,115.0,0.0,143.75,2026-04-20,https://www.naivas.online/fm-white-bread-800gm
broadways brown sliced bread 400g,Bread,Broadways,BreadBroadways400g,Naivas,400g,400.0,kg,0.4,0.0,65.0,0.0,162.5,2026-04-20,https://www.naivas.online/broadways-brown-sliced-bread-400g
broadway brown sandwich sliced bread 600g,Bread,Broadway,BreadBroadway600g,Naivas,600g,600.0,kg,0.6,0.0,97.0,0.0,161.66666666666669,2026-04-20,https://www.naivas.online/broadway-brown-sandwich-sliced-bread-600g
broadways white sandwich sliced bread 600g,Bread,Broadways,BreadBroadways600g,Naivas,600g,600.0,kg,0.6,97.0,96.0,1.0,160.0,2026-04-20,https://www.naivas.online/broadways-white-sandwich-sliced-bread-600g
festive brown bread 1.5kg,Bread,Festive,BreadFestive5kg,Naivas,5kg,5.0,kg,5.0,0.0,240.0,0.0,48.0,2026-04-20,https://www.naivas.online/festive-brown-bread-1-5kg
festive white bread 400gm,Bread,Festive,BreadFestive400g,Naivas,400g,400.0,kg,0.4,0.0,63.0,0.0,157.5,2026-04-20,https://www.naivas.online/festive-white-bread-400g
supa brown barrel bread 600g,Bread,Supa,BreadSupa600g,Naivas,600g,600.0,kg,0.6,0.0,100.0,0.0,166.66666666666669,2026-04-20,https://www.naivas.online/supa-brown-barrel-bread-600g
supa loaf sandwich bread 1.5kg,Bread,Supa,BreadSupa5kg,Naivas,5kg,5.0,kg,5.0,0.0,240.0,0.0,48.0,2026-04-20,https://www.naivas.online/supa-loaf-sandwich-bread-1-5kg
supa loaf white bread 800g,Bread,Supa,BreadSupa800g,Naivas,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-20,https://www.naivas.online/supa-loaf-white-bread-800g
supa loaf white bread 400gm ct,Bread,Supa,BreadSupa400g,Naivas,400g,400.0,kg,0.4,0.0,65.0,0.0,162.5,2026-04-20,https://www.naivas.online/supa-loaf-white-bread-400gm-ct
festive whole bread 800g,Bread,Festive,BreadFestive800g,Naivas,800g,800.0,kg,0.8,0.0,130.0,0.0,162.5,2026-04-20,https://www.naivas.online/festive-whole-bread-800g
cil aromatic blended rice 2 kg,Rice,Cil,RiceCil2kg,Naivas,2kg,2.0,kg,2.0,0.0,365.0,0.0,182.5,2026-04-20,https://www.naivas.online/cil-aromatic-blended-rice-2-kg
cil aromatic brown rice 1kg,Rice,Cil,RiceCil1kg,Naivas,1kg,1.0,kg,1.0,0.0,349.0,0.0,349.0,2026-04-20,https://www.naivas.online/cil-aromatic-brown-rice-1kg
cil pishori aromatic rice 5kg,Rice,Cil,RiceCil5kg,Naivas,5kg,5.0,kg,5.0,0.0,1499.0,0.0,299.8,2026-04-20,https://www.naivas.online/cil-pishori-aromatic-rice-5kg
daawat aromatic rice 1kg,Rice,Daawat,RiceDaawat1kg,Naivas,1kg,1.0,kg,1.0,0.0,299.0,0.0,299.0,2026-04-20,https://www.naivas.online/daawat-aromatic-rice-1kg
daawat aromatic rice 2kg,Rice,Daawat,RiceDaawat2kg,Naivas,2kg,2.0,kg,2.0,595.0,499.0,96.0,249.5,2026-04-20,https://www.naivas.online/daawat-aromatic-rice-2kg
daawat aromatic rice 5kg,Rice,Daawat,RiceDaawat5kg,Naivas,5kg,5.0,kg,5.0,0.0,1469.0,0.0,293.8,2026-04-20,https://www.naivas.online/daawat-aromatic-rice-5kg
daawat basmatic rice 25kg,Rice,Daawat,RiceDaawat25kg,Naivas,25kg,25.0,kg,25.0,0.0,7915.0,0.0,316.6,2026-04-20,https://www.naivas.online/daawat-basmatic-rice-25kg
farmnaivas pakistani rice 1 kg,Rice,Farmnaivas,RiceFarmnaivas1kg,Naivas,1kg,1.0,kg,1.0,0.0,160.0,0.0,160.0,2026-04-20,https://www.naivas.online/farmnaivas-pakistani-rice-1-kg
farmnaivas pishori rice 2 kg,Rice,Farmnaivas,RiceFarmnaivas2kg,Naivas,2kg,2.0,kg,2.0,530.0,489.0,41.0,244.5,2026-04-20,https://www.naivas.online/farmnaivas-pishori-rice-2-kg
pearl pishori rice 10kg,Rice,Pearl,RicePearl10kg,Naivas,10kg,10.0,kg,10.0,0.0,3174.0,0.0,317.4,2026-04-20,https://www.naivas.online/pearl-pishori-rice-10kg
pearl pishori rice 1kg,Rice,Pearl,RicePearl1kg,Naivas,1kg,1.0,kg,1.0,0.0,323.0,0.0,323.0,2026-04-20,https://www.naivas.online/pearl-pishori-rice-1kg
pearl pishori rice 2kg,Rice,Pearl,RicePearl2kg,Naivas,2kg,2.0,kg,2.0,0.0,644.0,0.0,322.0,2026-04-20,https://www.naivas.online/pearl-pishori-rice-2kg
pearl pishori rice 5kg,Rice,Pearl,RicePearl5kg,Naivas,5kg,5.0,kg,5.0,1599.0,1375.0,224.0,275.0,2026-04-20,https://www.naivas.online/pearl-pishori-rice-5kg
ranee prem basmati rice 1 kg,Rice,Ranee,RiceRanee1kg,Naivas,1kg,1.0,kg,1.0,0.0,375.0,0.0,375.0,2026-04-20,https://www.naivas.online/ranee-prem-basmati-rice-1kg
ranee premium basmati rice 2kg,Rice,Ranee,RiceRanee2kg,Naivas,2kg,2.0,kg,2.0,0.0,746.0,0.0,373.0,2026-04-20,https://www.naivas.online/ranee-prem-basmati-rice-2kg
ranee premium basmati rice 5 kg,Rice,Ranee,RiceRanee5kg,Naivas,5kg,5.0,kg,5.0,0.0,1855.0,0.0,371.0,2026-04-20,https://www.naivas.online/ranee-premium-basmati-rice-5kg
royal umbrella thai jasmine rice 2kg,Rice,Royal,RiceRoyal2kg,Naivas,2kg,2.0,kg,2.0,0.0,999.0,0.0,499.5,2026-04-20,https://www.naivas.online/royal-umbrella-thai-jasmine-rice-2kg
priceless biryani rice 25 kg,Rice,Priceless,RicePriceless25kg,Naivas,25kg,25.0,kg,25.0,0.0,4600.0,0.0,184.0,2026-04-20,https://www.naivas.online/priceless-biryani-rice-25-kg
sunrice thai jasmine rice 2kg,Rice,Sunrice,RiceSunrice2kg,Naivas,2kg,2.0,kg,2.0,805.0,670.0,135.0,335.0,2026-04-20,https://www.naivas.online/sunrice-thai-jasmine-rice-2kg
sunrice pishori rice 5kg,Rice,Sunrice,RiceSunrice5kg,Naivas,5kg,5.0,kg,5.0,0.0,1459.0,0.0,291.8,2026-04-20,https://www.naivas.online/sunrice-mwea-pishori-5kg
sunrice long grain rice 1 kg,Rice,Sunrice,RiceSunrice1kg,Naivas,1kg,1.0,kg,1.0,0.0,189.0,0.0,189.0,2026-04-20,https://www.naivas.online/sunrice-long-grain-rice-1kg
sunrice basmati rice 10 kg,Rice,Sunrice,RiceSunrice10kg,Naivas,10kg,10.0,kg,10.0,0.0,3220.0,0.0,322.0,2026-04-20,https://www.naivas.online/sunrice-basmati-rice-10-kg
s & s pishori rice 5kg,Rice,S,RiceS5kg,Naivas,5kg,5.0,kg,5.0,0.0,1479.0,0.0,295.8,2026-04-20,https://www.naivas.online/s-s-pishori-rice-5kg
s & s pishori rice 2kg,Rice,S,RiceS2kg,Naivas,2kg,2.0,kg,2.0,0.0,595.0,0.0,297.5,2026-04-20,https://www.naivas.online/s-s-pishori-rice-2kg
s & s pishori rice 1kg,Rice,S,RiceS1kg,Naivas,1kg,1.0,kg,1.0,0.0,305.0,0.0,305.0,2026-04-20,https://www.naivas.online/s-s-pishori-rice-1kg
royal umbrella thai jasmine rice 5kg,Rice,Royal,RiceRoyal5kg,Naivas,5kg,5.0,kg,5.0,0.0,2450.0,0.0,490.0,2026-04-20,https://www.naivas.online/royal-umbrella-thai-jasmine-rice-5kg
naivas pakistan long grain rice 2kg,Rice,Naivas,RiceNaivas2kg,Naivas,2kg,2.0,kg,2.0,320.0,290.0,30.0,145.0,2026-04-20,https://www.naivas.online/naivas-pakistan-long-grain-rice-2kg
naivas white long grain rice 5kg,Rice,Naivas,RiceNaivas5kg,Naivas,5kg,5.0,kg,5.0,800.0,715.0,85.0,143.0,2026-04-20,https://www.naivas.online/naivas-white-long-grain-rice-5kg
naivas kenya pishori rice 1kg,Rice,Naivas,RiceNaivas1kg,Naivas,1kg,1.0,kg,1.0,0.0,265.0,0.0,265.0,2026-04-20,https://www.naivas.online/naivas-kenya-pishori-rice-1kg
kings mps long grain rice 2kg,Rice,Kings,RiceKings2kg,Naivas,2kg,2.0,kg,2.0,369.0,299.0,70.0,149.5,2026-04-20,https://www.naivas.online/kings-mps-long-grain-rice-2kg
kcl mwea pishori rice 5kg,Rice,Kcl,RiceKcl5kg,Naivas,5kg,5.0,kg,5.0,0.0,1455.0,0.0,291.0,2026-04-20,https://www.naivas.online/kcl-mwea-pishori-rice-5kg
kcl mwea pishori rice 2kg,Rice,Kcl,RiceKcl2kg,Naivas,2kg,2.0,kg,2.0,0.0,585.0,0.0,292.5,2026-04-20,https://www.naivas.online/kcl-mwea-pishori-rice-2kg
kcl mwea pishori rice 1kg,Rice,Kcl,RiceKcl1kg,Naivas,1kg,1.0,kg,1.0,0.0,305.0,0.0,305.0,2026-04-20,https://www.naivas.online/kcl-mwea-pishori-rice-1kg
jamii pure mwea pishori rice 5kg,Rice,Jamii,RiceJamii5kg,Naivas,5kg,5.0,kg,5.0,1450.0,999.0,451.0,199.8,2026-04-20,https://www.naivas.online/jamii-pure-mwea-pishori-rice-5kg
jamii pure mwea pishori rice 2kg,Rice,Jamii,RiceJamii2kg,Naivas,2kg,2.0,kg,2.0,590.0,489.0,101.0,244.5,2026-04-20,https://www.naivas.online/jamii-pure-mwea-pishori-rice-2kg
jamii pishori rice 1kg,Rice,Jamii,RiceJamii1kg,Naivas,1kg,1.0,kg,1.0,300.0,249.0,51.0,249.0,2026-04-20,https://www.naivas.online/jamii-pishori-rice-1kg
farmnaivas thailand rice 5 kg,Rice,Farmnaivas,RiceFarmnaivas5kg,Naivas,5kg,5.0,kg,5.0,1165.0,995.0,170.0,199.0,2026-04-20,https://www.naivas.online/farmnaivas-thailand-rice-5-kg
fit choco rice 100 gm,Rice,Fit,RiceFit100g,Naivas,100g,100.0,kg,0.1,0.0,155.0,0.0,1550.0,2026-04-20,https://www.naivas.online/fit-choco-rice-100-gm
fit choco rice 400 gm,Rice,Fit,RiceFit400g,Naivas,400g,400.0,kg,0.4,0.0,435.0,0.0,1087.5,2026-04-20,https://www.naivas.online/fit-choco-rice-400-gm
kellogg's rice krispies 375 g,Rice,Kellogg's,RiceKellogg's375g,Naivas,375g,375.0,kg,0.375,0.0,1030.0,0.0,2746.6666666666665,2026-04-20,https://www.naivas.online/kelloggs-rice-krispies-375-g
morning harvest choco rice 250g,Rice,Morning,RiceMorning250g,Naivas,250g,250.0,kg,0.25,0.0,329.0,0.0,1316.0,2026-04-20,https://www.naivas.online/morning-harvest-choco-rice-250g
morning harvest choco rice value 450g,Rice,Morning,RiceMorning450g,Naivas,450g,450.0,kg,0.45,0.0,529.0,0.0,1175.5555555555554,2026-04-20,https://www.naivas.online/morning-harvest-choco-rice-value-450g
temmy's choco rice 250g,Rice,Temmy's,RiceTemmy's250g,Naivas,250g,250.0,kg,0.25,420.0,357.0,63.0,1428.0,2026-04-20,https://www.naivas.online/temmys-choco-rice-250g
tropical heat rice cake brown 100 g,Rice,Tropical,RiceTropical100g,Naivas,100g,100.0,kg,0.1,0.0,180.0,0.0,1800.0,2026-04-20,https://www.naivas.online/tropical-h-brown-rice-cake-100g
tropical heat rice cakes cheese 165 g,Rice,Tropical,RiceTropical165g,Naivas,165g,165.0,kg,0.165,0.0,210.0,0.0,1272.7272727272727,2026-04-20,https://www.naivas.online/tropical-h-cheese-rice-cakes-165g
tropical heat rice cakes salt & vinegar flavour 155g,Rice,Tropical,RiceTropical155g,Naivas,155g,155.0,kg,0.155,0.0,210.0,0.0,1354.8387096774193,2026-04-20,https://www.naivas.online/tropical-h-salt-vinegar-rice-cakes-155g
falcon himalayan basmati rice 5kg,Rice,Falcon,RiceFalcon5kg,Naivas,5kg,5.0,kg,5.0,0.0,1725.0,0.0,345.0,2026-04-20,https://www.naivas.online/falcon-himalayan-basmati-rice-5kg
kpl long grain rice 5kg,Rice,Kpl,RiceKpl5kg,Naivas,5kg,5.0,kg,5.0,0.0,675.0,0.0,135.0,2026-04-20,https://www.naivas.online/kpl-long-grain-rice-5kg
nice brown rice 2kg,Rice,Nice,RiceNice2kg,Naivas,2kg,2.0,kg,2.0,0.0,520.0,0.0,260.0,2026-04-20,https://www.naivas.online/nice-brown-rice-2kg
nutrameal kpl long grain rice 1kg,Rice,Nutrameal,RiceNutrameal1kg,Naivas,1kg,1.0,kg,1.0,165.0,145.0,20.0,145.0,2026-04-20,https://www.naivas.online/nutrameal-kpl-long-grain-rice-1kg
nutrameal kpl long grain rice 2kg,Rice,Nutrameal,RiceNutrameal2kg,Naivas,2kg,2.0,kg,2.0,330.0,265.0,65.0,132.5,2026-04-20,https://www.naivas.online/nutrameal-kpl-long-grain-rice-2kg
s&s natural brown rice 1kg,Rice,S&s,RiceS&s1kg,Naivas,1kg,1.0,kg,1.0,0.0,339.0,0.0,339.0,2026-04-20,https://www.naivas.online/s-s-natural-brown-rice-1kg
tango long grain rice 1kg,Rice,Tango,RiceTango1kg,Naivas,1kg,1.0,kg,1.0,0.0,175.0,0.0,175.0,2026-04-20,https://www.naivas.online/tango-long-grain-rice-1kg
tango long grain rice 2kg,Rice,Tango,RiceTango2kg,Naivas,2kg,2.0,kg,2.0,0.0,329.0,0.0,164.5,2026-04-20,https://www.naivas.online/tango-long-grain-rice-2kg
ranee chef's special parboiled basmati rice 1 kg,Cooking Oil,Ranee,Cooking OilRanee1kg,Naivas,1kg,1.0,kg,1.0,0.0,355.0,0.0,355.0,2026-04-20,https://www.naivas.online/ranee-chefs-special-parboiled-basmati-rice-1-kg
ranee chef's special parboiled basmati rice 2 kg,Cooking Oil,Ranee,Cooking OilRanee2kg,Naivas,2kg,2.0,kg,2.0,0.0,699.0,0.0,349.5,2026-04-20,https://www.naivas.online/ranee-chef-s-special-parboiled-basmati-rice-2-kg
ranee chefs special parboiled basmati rice 5 kg,Cooking Oil,Ranee,Cooking OilRanee5kg,Naivas,5kg,5.0,kg,5.0,0.0,1725.0,0.0,345.0,2026-04-20,https://www.naivas.online/ranee-chefs-special-parboiled-basmati-rice-5-kg
winnie's pure health brown rice 1kg,Rice,Winnie's,RiceWinnie's1kg,Naivas,1kg,1.0,kg,1.0,0.0,395.0,0.0,395.0,2026-04-20,https://www.naivas.online/winnie-s-pure-health-brown-rice-1kg
sunrice basmati 25kg,Rice,Sunrice,RiceSunrice25kg,Naivas,25kg,25.0,kg,25.0,0.0,8050.0,0.0,322.0,2026-04-20,https://www.naivas.online/sunrice-basmati-25kg
fillows oat & wheat bran 210 g,Wheat Flour,Fillows,Wheat FlourFillows210g,Naivas,210g,210.0,kg,0.21,0.0,220.0,0.0,1047.6190476190477,2026-04-20,https://www.naivas.online/fillows-oat-wheat-bran-210-g
fillows oat & wheat bran 350g,Wheat Flour,Fillows,Wheat FlourFillows350g,Naivas,350g,350.0,kg,0.35,0.0,360.0,0.0,1028.5714285714287,2026-04-20,https://www.naivas.online/fillows-oat-wheat-bran-350g
fillows oat & wheat bran 500 g,Wheat Flour,Fillows,Wheat FlourFillows500g,Naivas,500g,500.0,kg,0.5,0.0,485.0,0.0,970.0,2026-04-20,https://www.naivas.online/fillows-oat-wheat-bran-500-g
fit honey wheat 100 gm,Wheat Flour,Fit,Wheat FlourFit100g,Naivas,100g,100.0,kg,0.1,0.0,155.0,0.0,1550.0,2026-04-20,https://www.naivas.online/fit-honey-wheat-100-gm
fit honey wheat 400 gm,Wheat Flour,Fit,Wheat FlourFit400g,Naivas,400g,400.0,kg,0.4,0.0,435.0,0.0,1087.5,2026-04-20,https://www.naivas.online/fit-honey-wheat-400-gm
suree rice vermicelli 400 gm pk,Rice,Suree,RiceSuree400g,Naivas,400g,400.0,kg,0.4,0.0,500.0,0.0,1250.0,2026-04-20,https://www.naivas.online/suree-rice-vermicelli-400-gm-pk
dove rice milk body scrub 225ml,Rice,Dove,RiceDove225ml,Naivas,225ml,225.0,litres,0.225,0.0,2240.0,0.0,9955.555555555555,2026-04-20,https://www.naivas.online/dove-rice-milk-body-scrub-225ml
kamili nutrameal rice flour 1kg,Wheat Flour,Kamili,Wheat FlourKamili1kg,Naivas,1kg,1.0,kg,1.0,0.0,202.0,0.0,202.0,2026-04-20,https://www.naivas.online/kamili-nutrameal-rice-flour-1kg
imperial leather japanese jasmine & rice soap 125g,Rice,Imperial,RiceImperial125g,Naivas,125g,125.0,kg,0.125,0.0,90.0,0.0,720.0,2026-04-20,https://www.naivas.online/imperial-leather-soap-extra-care-125-g
imperial leather japanese jasmine & rice soap 175g,Rice,Imperial,RiceImperial175g,Naivas,175g,175.0,kg,0.175,0.0,150.0,0.0,857.1428571428572,2026-04-20,https://www.naivas.online/imperial-leather-soap-extra-care-175-g
masterchef cooking oil 1ltr,Cooking Oil,Masterchef,Cooking OilMasterchef1l,Naivas,1l,1.0,litres,1.0,350.0,299.0,51.0,299.0,2026-04-20,https://www.naivas.online/masterchef-cooking-oil-1ltr
dola cooking oil 1ltr,Cooking Oil,Dola,Cooking OilDola1l,Naivas,1l,1.0,litres,1.0,350.0,299.0,51.0,299.0,2026-04-20,https://www.naivas.online/dola-cooking-oil-1ltr
dola cooking oil 3ltr,Cooking Oil,Dola,Cooking OilDola3l,Naivas,3l,3.0,litres,3.0,985.0,799.0,186.0,266.3333333333333,2026-04-20,https://www.naivas.online/dola-cooking-oil-3ltr
dola cooking oil 5ltr,Cooking Oil,Dola,Cooking OilDola5l,Naivas,5l,5.0,litres,5.0,1550.0,1299.0,251.0,259.8,2026-04-20,https://www.naivas.online/dola-cooking-oil-5ltr
elianto cooking oil 20ltr,Cooking Oil,Elianto,Cooking OilElianto20l,Naivas,20l,20.0,litres,20.0,0.0,10150.0,0.0,507.5,2026-04-20,https://www.naivas.online/elianto-cooking-oil-20ltr
masterchef cooking oil 5ltr,Cooking Oil,Masterchef,Cooking OilMasterchef5l,Naivas,5l,5.0,litres,5.0,1550.0,1399.0,151.0,279.8,2026-04-20,https://www.naivas.online/masterchef-cooking-oil-5ltr
masterchef cooking oil 3ltr,Cooking Oil,Masterchef,Cooking OilMasterchef3l,Naivas,3l,3.0,litres,3.0,985.0,799.0,186.0,266.3333333333333,2026-04-20,https://www.naivas.online/masterchef-cooking-oil-3ltr
flora cooking oil 3ltr,Cooking Oil,Flora,Cooking OilFlora3l,Naivas,3l,3.0,litres,3.0,1067.0,899.0,168.0,299.6666666666667,2026-04-20,https://www.naivas.online/flora-cooking-oil-3ltr
rina vegetable cooking oil 10l,Cooking Oil,Rina,Cooking OilRina10l,Naivas,10l,10.0,litres,10.0,0.0,2650.0,0.0,265.0,2026-04-20,https://www.naivas.online/rina-vegetable-cooking-oil-10l
rina vegetable cooking oil 20l,Cooking Oil,Rina,Cooking OilRina20l,Naivas,20l,20.0,litres,20.0,0.0,5200.0,0.0,260.0,2026-04-20,https://www.naivas.online/rina-vegetable-cooking-oil-20l
ufuta vegetable cooking oil 20l,Cooking Oil,Ufuta,Cooking OilUfuta20l,Naivas,20l,20.0,litres,20.0,0.0,5718.0,0.0,285.9,2026-04-20,https://www.naivas.online/ufuta-vegetable-cooking-oil-20l
salit vegetable cooking oil 3l,Cooking Oil,Salit,Cooking OilSalit3l,Naivas,3l,3.0,litres,3.0,0.0,1039.0,0.0,346.3333333333333,2026-04-20,https://www.naivas.online/salit-vegetable-cooking-oil-3ltr
fresh fri vegetable cooking oil 20l,Cooking Oil,Fresh,Cooking OilFresh20l,Naivas,20l,20.0,litres,20.0,0.0,5905.0,0.0,295.25,2026-04-20,https://www.naivas.online/fresh-fri-vegetable-cooking-oil-20l
fresh fri vegetable cooking oil 10l,Cooking Oil,Fresh,Cooking OilFresh10l,Naivas,10l,10.0,litres,10.0,0.0,2975.0,0.0,297.5,2026-04-20,https://www.naivas.online/fresh-fri-vegetable-cooking-oil-10l
fresh fri cooking oil 500ml,Cooking Oil,Fresh,Cooking OilFresh500ml,Naivas,500ml,500.0,litres,0.5,0.0,190.0,0.0,380.0,2026-04-20,https://www.naivas.online/fresh-fri-cooking-oil-500ml
pradip lemon oil 50ml,Cooking Oil,Pradip,Cooking OilPradip50ml,Naivas,50ml,50.0,litres,0.05,0.0,155.0,0.0,3100.0,2026-04-20,https://www.naivas.online/pradip-lemon-oil-50ml
rina vegetable oil 2l,Cooking Oil,Rina,Cooking OilRina2l,Naivas,2l,2.0,litres,2.0,680.0,549.0,131.0,274.5,2026-04-20,https://www.naivas.online/rina-vegetable-oil-2l
rina vegetable oil 3l,Cooking Oil,Rina,Cooking OilRina3l,Naivas,3l,3.0,litres,3.0,1060.0,829.0,231.0,276.3333333333333,2026-04-20,https://www.naivas.online/rina-vegetable-oil-3l
fresh fri vegetable oil 1l,Cooking Oil,Fresh,Cooking OilFresh1l,Naivas,1l,1.0,litres,1.0,350.0,309.0,41.0,309.0,2026-04-20,https://www.naivas.online/fresh-fri-cooking-oil-1ltr
avena vegetable oil 10l,Cooking Oil,Avena,Cooking OilAvena10l,Naivas,10l,10.0,litres,10.0,0.0,2780.0,0.0,278.0,2026-04-20,https://www.naivas.online/avena-vegetable-oil-10l
avena vegetable oil 1l,Cooking Oil,Avena,Cooking OilAvena1l,Naivas,1l,1.0,litres,1.0,355.0,305.0,50.0,305.0,2026-04-20,https://www.naivas.online/avena-vegetable-cooking-oil-1ltr
avena vegetable oil 2l,Cooking Oil,Avena,Cooking OilAvena2l,Naivas,2l,2.0,litres,2.0,690.0,595.0,95.0,297.5,2026-04-20,https://www.naivas.online/avena-vegetable-oil-2l
avena vegetable oil 3l,Cooking Oil,Avena,Cooking OilAvena3l,Naivas,3l,3.0,litres,3.0,1025.0,779.0,246.0,259.6666666666667,2026-04-20,https://www.naivas.online/avena-vegetable-oil-3l
avena vegetable oil 5l,Cooking Oil,Avena,Cooking OilAvena5l,Naivas,5l,5.0,litres,5.0,1610.0,1299.0,311.0,259.8,2026-04-20,https://www.naivas.online/avena-vegetable-oil-5l
pika vegetable oil 10l,Cooking Oil,Pika,Cooking OilPika10l,Naivas,10l,10.0,litres,10.0,0.0,2680.0,0.0,268.0,2026-04-20,https://www.naivas.online/pika-vegetable-cooking-oil-10ltr
pika vegetable oil 20l,Cooking Oil,Pika,Cooking OilPika20l,Naivas,20l,20.0,litres,20.0,0.0,5340.0,0.0,267.0,2026-04-20,https://www.naivas.online/pika-vegetable-cooking-oil-20ltr
rina vegetable oil 1l,Cooking Oil,Rina,Cooking OilRina1l,Naivas,1l,1.0,litres,1.0,350.0,309.0,41.0,309.0,2026-04-20,https://www.naivas.online/rina-vegetable-cooking-oil-1ltr
rina vegetable oil 500ml,Cooking Oil,Rina,Cooking OilRina500ml,Naivas,500ml,500.0,litres,0.5,230.0,189.0,41.0,378.0,2026-04-20,https://www.naivas.online/rina-vegetable-oil-500ml
rina vegetable oil 5l,Cooking Oil,Rina,Cooking OilRina5l,Naivas,5l,5.0,litres,5.0,1600.0,1399.0,201.0,279.8,2026-04-20,https://www.naivas.online/rina-vegetable-oil-5l
ufuta vegetable oil 5l,Cooking Oil,Ufuta,Cooking OilUfuta5l,Naivas,5l,5.0,litres,5.0,0.0,1575.0,0.0,315.0,2026-04-20,https://www.naivas.online/ufuta-vegetable-oil-5l
ufuta vegetable oil 1l,Cooking Oil,Ufuta,Cooking OilUfuta1l,Naivas,1l,1.0,litres,1.0,0.0,350.0,0.0,350.0,2026-04-20,https://www.naivas.online/ufuta-vegetable-oil-1l
pika pure vegetable oil 2l,Cooking Oil,Pika,Cooking OilPika2l,Naivas,2l,2.0,litres,2.0,0.0,675.0,0.0,337.5,2026-04-20,https://www.naivas.online/pika-pure-vegetable-oil-2l
pika pure vegetable oil 3l,Cooking Oil,Pika,Cooking OilPika3l,Naivas,3l,3.0,litres,3.0,0.0,1000.0,0.0,333.3333333333333,2026-04-20,https://www.naivas.online/pika-pure-vegetable-oil-3l
